Date,Destination,Night Price($),Destination_ID,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12
2024-02-05,San Francisco,228,1,176.0,228.0,153.0,240.0,178.0,322.0,252.0,279.0,201.0,224.0,258.0,229.0
2024-02-06,San Francisco,280,1,228.0,176.0,228.0,153.0,240.0,178.0,322.0,252.0,279.0,201.0,224.0,258.0
2024-02-07,San Francisco,286,1,280.0,228.0,176.0,228.0,153.0,240.0,178.0,322.0,252.0,279.0,201.0,224.0
2024-02-08,San Francisco,160,1,286.0,280.0,228.0,176.0,228.0,153.0,240.0,178.0,322.0,252.0,279.0,201.0
2024-02-09,San Francisco,161,1,160.0,286.0,280.0,228.0,176.0,228.0,153.0,240.0,178.0,322.0,252.0,279.0
2024-02-10,San Francisco,235,1,161.0,160.0,286.0,280.0,228.0,176.0,228.0,153.0,240.0,178.0,322.0,252.0
2024-02-11,San Francisco,174,1,235.0,161.0,160.0,286.0,280.0,228.0,176.0,228.0,153.0,240.0,178.0,322.0
2024-02-12,San Francisco,214,1,174.0,235.0,161.0,160.0,286.0,280.0,228.0,176.0,228.0,153.0,240.0,178.0
2024-02-13,San Francisco,252,1,214.0,174.0,235.0,161.0,160.0,286.0,280.0,228.0,176.0,228.0,153.0,240.0
2024-02-14,San Francisco,276,1,252.0,214.0,174.0,235.0,161.0,160.0,286.0,280.0,228.0,176.0,228.0,153.0
2024-02-15,San Francisco,164,1,276.0,252.0,214.0,174.0,235.0,161.0,160.0,286.0,280.0,228.0,176.0,228.0
2024-02-16,San Francisco,174,1,164.0,276.0,252.0,214.0,174.0,235.0,161.0,160.0,286.0,280.0,228.0,176.0
2024-02-17,San Francisco,186,1,174.0,164.0,276.0,252.0,214.0,174.0,235.0,161.0,160.0,286.0,280.0,228.0
2024-02-18,San Francisco,171,1,186.0,174.0,164.0,276.0,252.0,214.0,174.0,235.0,161.0,160.0,286.0,280.0
2024-02-19,San Francisco,186,1,171.0,186.0,174.0,164.0,276.0,252.0,214.0,174.0,235.0,161.0,160.0,286.0
2024-02-20,San Francisco,201,1,186.0,171.0,186.0,174.0,164.0,276.0,252.0,214.0,174.0,235.0,161.0,160.0
2024-02-21,San Francisco,231,1,201.0,186.0,171.0,186.0,174.0,164.0,276.0,252.0,214.0,174.0,235.0,161.0
2024-02-22,San Francisco,208,1,231.0,201.0,186.0,171.0,186.0,174.0,164.0,276.0,252.0,214.0,174.0,235.0
2024-02-23,San Francisco,166,1,208.0,231.0,201.0,186.0,171.0,186.0,174.0,164.0,276.0,252.0,214.0,174.0
2024-02-24,San Francisco,192,1,166.0,208.0,231.0,201.0,186.0,171.0,186.0,174.0,164.0,276.0,252.0,214.0
2024-02-25,San Francisco,208,1,192.0,166.0,208.0,231.0,201.0,186.0,171.0,186.0,174.0,164.0,276.0,252.0
2024-02-26,San Francisco,170,1,208.0,192.0,166.0,208.0,231.0,201.0,186.0,171.0,186.0,174.0,164.0,276.0
2024-02-27,San Francisco,218,1,170.0,208.0,192.0,166.0,208.0,231.0,201.0,186.0,171.0,186.0,174.0,164.0
2024-02-28,San Francisco,262,1,218.0,170.0,208.0,192.0,166.0,208.0,231.0,201.0,186.0,171.0,186.0,174.0
2024-02-29,San Francisco,226,1,262.0,218.0,170.0,208.0,192.0,166.0,208.0,231.0,201.0,186.0,171.0,186.0
2024-04-01,Los Angeles,254,0,226.0,262.0,218.0,170.0,208.0,192.0,166.0,208.0,231.0,201.0,186.0,171.0
2024-04-02,Los Angeles,191,0,254.0,226.0,262.0,218.0,170.0,208.0,192.0,166.0,208.0,231.0,201.0,186.0
2024-04-03,Los Angeles,213,0,191.0,254.0,226.0,262.0,218.0,170.0,208.0,192.0,166.0,208.0,231.0,201.0
2024-04-04,Los Angeles,103,0,213.0,191.0,254.0,226.0,262.0,218.0,170.0,208.0,192.0,166.0,208.0,231.0
2024-04-05,Los Angeles,223,0,103.0,213.0,191.0,254.0,226.0,262.0,218.0,170.0,208.0,192.0,166.0,208.0
2024-04-06,Los Angeles,222,0,223.0,103.0,213.0,191.0,254.0,226.0,262.0,218.0,170.0,208.0,192.0,166.0
2024-04-07,Los Angeles,223,0,222.0,223.0,103.0,213.0,191.0,254.0,226.0,262.0,218.0,170.0,208.0,192.0
2024-04-08,Los Angeles,288,0,223.0,222.0,223.0,103.0,213.0,191.0,254.0,226.0,262.0,218.0,170.0,208.0
2024-04-09,Los Angeles,236,0,288.0,223.0,222.0,223.0,103.0,213.0,191.0,254.0,226.0,262.0,218.0,170.0
2024-04-10,Los Angeles,171,0,236.0,288.0,223.0,222.0,223.0,103.0,213.0,191.0,254.0,226.0,262.0,218.0
2024-04-11,Los Angeles,187,0,171.0,236.0,288.0,223.0,222.0,223.0,103.0,213.0,191.0,254.0,226.0,262.0
2024-04-12,Los Angeles,239,0,187.0,171.0,236.0,288.0,223.0,222.0,223.0,103.0,213.0,191.0,254.0,226.0
2024-04-13,Los Angeles,112,0,239.0,187.0,171.0,236.0,288.0,223.0,222.0,223.0,103.0,213.0,191.0,254.0
2024-04-14,Los Angeles,233,0,112.0,239.0,187.0,171.0,236.0,288.0,223.0,222.0,223.0,103.0,213.0,191.0
2024-04-15,Los Angeles,234,0,233.0,112.0,239.0,187.0,171.0,236.0,288.0,223.0,222.0,223.0,103.0,213.0
2024-04-16,Los Angeles,142,0,234.0,233.0,112.0,239.0,187.0,171.0,236.0,288.0,223.0,222.0,223.0,103.0
2024-04-17,Los Angeles,125,0,142.0,234.0,233.0,112.0,239.0,187.0,171.0,236.0,288.0,223.0,222.0,223.0
2024-04-18,Los Angeles,163,0,125.0,142.0,234.0,233.0,112.0,239.0,187.0,171.0,236.0,288.0,223.0,222.0
2024-04-19,Los Angeles,172,0,163.0,125.0,142.0,234.0,233.0,112.0,239.0,187.0,171.0,236.0,288.0,223.0
2024-04-20,Los Angeles,214,0,172.0,163.0,125.0,142.0,234.0,233.0,112.0,239.0,187.0,171.0,236.0,288.0
2024-04-21,Los Angeles,187,0,214.0,172.0,163.0,125.0,142.0,234.0,233.0,112.0,239.0,187.0,171.0,236.0
2024-04-22,Los Angeles,297,0,187.0,214.0,172.0,163.0,125.0,142.0,234.0,233.0,112.0,239.0,187.0,171.0
2024-04-23,Los Angeles,120,0,297.0,187.0,214.0,172.0,163.0,125.0,142.0,234.0,233.0,112.0,239.0,187.0
2024-04-24,Los Angeles,141,0,120.0,297.0,187.0,214.0,172.0,163.0,125.0,142.0,234.0,233.0,112.0,239.0
2024-04-25,Los Angeles,132,0,141.0,120.0,297.0,187.0,214.0,172.0,163.0,125.0,142.0,234.0,233.0,112.0
2024-04-26,Los Angeles,230,0,132.0,141.0,120.0,297.0,187.0,214.0,172.0,163.0,125.0,142.0,234.0,233.0
2024-04-27,Los Angeles,150,0,230.0,132.0,141.0,120.0,297.0,187.0,214.0,172.0,163.0,125.0,142.0,234.0
2024-04-28,Los Angeles,193,0,150.0,230.0,132.0,141.0,120.0,297.0,187.0,214.0,172.0,163.0,125.0,142.0
2024-04-29,Los Angeles,148,0,193.0,150.0,230.0,132.0,141.0,120.0,297.0,187.0,214.0,172.0,163.0,125.0
2024-04-30,Los Angeles,131,0,148.0,193.0,150.0,230.0,132.0,141.0,120.0,297.0,187.0,214.0,172.0,163.0
2024-04-01,San Francisco,228,1,131.0,148.0,193.0,150.0,230.0,132.0,141.0,120.0,297.0,187.0,214.0,172.0
2024-04-02,San Francisco,184,1,228.0,131.0,148.0,193.0,150.0,230.0,132.0,141.0,120.0,297.0,187.0,214.0
2024-04-03,San Francisco,221,1,184.0,228.0,131.0,148.0,193.0,150.0,230.0,132.0,141.0,120.0,297.0,187.0
2024-04-04,San Francisco,103,1,221.0,184.0,228.0,131.0,148.0,193.0,150.0,230.0,132.0,141.0,120.0,297.0
2024-04-05,San Francisco,160,1,103.0,221.0,184.0,228.0,131.0,148.0,193.0,150.0,230.0,132.0,141.0,120.0
2024-04-06,San Francisco,232,1,160.0,103.0,221.0,184.0,228.0,131.0,148.0,193.0,150.0,230.0,132.0,141.0
2024-04-07,San Francisco,158,1,232.0,160.0,103.0,221.0,184.0,228.0,131.0,148.0,193.0,150.0,230.0,132.0
2024-04-08,San Francisco,223,1,158.0,232.0,160.0,103.0,221.0,184.0,228.0,131.0,148.0,193.0,150.0,230.0
2024-04-09,San Francisco,185,1,223.0,158.0,232.0,160.0,103.0,221.0,184.0,228.0,131.0,148.0,193.0,150.0
2024-04-10,San Francisco,127,1,185.0,223.0,158.0,232.0,160.0,103.0,221.0,184.0,228.0,131.0,148.0,193.0
2024-04-11,San Francisco,159,1,127.0,185.0,223.0,158.0,232.0,160.0,103.0,221.0,184.0,228.0,131.0,148.0
2024-04-12,San Francisco,213,1,159.0,127.0,185.0,223.0,158.0,232.0,160.0,103.0,221.0,184.0,228.0,131.0
2024-04-13,San Francisco,218,1,213.0,159.0,127.0,185.0,223.0,158.0,232.0,160.0,103.0,221.0,184.0,228.0
2024-04-14,San Francisco,214,1,218.0,213.0,159.0,127.0,185.0,223.0,158.0,232.0,160.0,103.0,221.0,184.0
2024-04-15,San Francisco,230,1,214.0,218.0,213.0,159.0,127.0,185.0,223.0,158.0,232.0,160.0,103.0,221.0
2024-04-16,San Francisco,230,1,230.0,214.0,218.0,213.0,159.0,127.0,185.0,223.0,158.0,232.0,160.0,103.0
2024-04-17,San Francisco,186,1,230.0,230.0,214.0,218.0,213.0,159.0,127.0,185.0,223.0,158.0,232.0,160.0
2024-04-18,San Francisco,279,1,186.0,230.0,230.0,214.0,218.0,213.0,159.0,127.0,185.0,223.0,158.0,232.0
2024-04-19,San Francisco,173,1,279.0,186.0,230.0,230.0,214.0,218.0,213.0,159.0,127.0,185.0,223.0,158.0
2024-04-20,San Francisco,187,1,173.0,279.0,186.0,230.0,230.0,214.0,218.0,213.0,159.0,127.0,185.0,223.0
2024-04-21,San Francisco,278,1,187.0,173.0,279.0,186.0,230.0,230.0,214.0,218.0,213.0,159.0,127.0,185.0
2024-04-22,San Francisco,261,1,278.0,187.0,173.0,279.0,186.0,230.0,230.0,214.0,218.0,213.0,159.0,127.0
2024-04-23,San Francisco,240,1,261.0,278.0,187.0,173.0,279.0,186.0,230.0,230.0,214.0,218.0,213.0,159.0
2024-04-24,San Francisco,120,1,240.0,261.0,278.0,187.0,173.0,279.0,186.0,230.0,230.0,214.0,218.0,213.0
2024-04-25,San Francisco,283,1,120.0,240.0,261.0,278.0,187.0,173.0,279.0,186.0,230.0,230.0,214.0,218.0
2024-04-26,San Francisco,242,1,283.0,120.0,240.0,261.0,278.0,187.0,173.0,279.0,186.0,230.0,230.0,214.0
2024-04-27,San Francisco,299,1,242.0,283.0,120.0,240.0,261.0,278.0,187.0,173.0,279.0,186.0,230.0,230.0
2024-04-28,San Francisco,129,1,299.0,242.0,283.0,120.0,240.0,261.0,278.0,187.0,173.0,279.0,186.0,230.0
2024-04-29,San Francisco,273,1,129.0,299.0,242.0,283.0,120.0,240.0,261.0,278.0,187.0,173.0,279.0,186.0
2024-04-30,San Francisco,132,1,273.0,129.0,299.0,242.0,283.0,120.0,240.0,261.0,278.0,187.0,173.0,279.0
2024-05-01,Los Angeles,122,0,132.0,273.0,129.0,299.0,242.0,283.0,120.0,240.0,261.0,278.0,187.0,173.0
2024-05-02,Los Angeles,231,0,122.0,132.0,273.0,129.0,299.0,242.0,283.0,120.0,240.0,261.0,278.0,187.0
2024-05-03,Los Angeles,127,0,231.0,122.0,132.0,273.0,129.0,299.0,242.0,283.0,120.0,240.0,261.0,278.0
2024-05-04,Los Angeles,139,0,127.0,231.0,122.0,132.0,273.0,129.0,299.0,242.0,283.0,120.0,240.0,261.0
2024-05-05,Los Angeles,173,0,139.0,127.0,231.0,122.0,132.0,273.0,129.0,299.0,242.0,283.0,120.0,240.0
2024-05-06,Los Angeles,264,0,173.0,139.0,127.0,231.0,122.0,132.0,273.0,129.0,299.0,242.0,283.0,120.0
2024-05-07,Los Angeles,119,0,264.0,173.0,139.0,127.0,231.0,122.0,132.0,273.0,129.0,299.0,242.0,283.0
2024-05-08,Los Angeles,267,0,119.0,264.0,173.0,139.0,127.0,231.0,122.0,132.0,273.0,129.0,299.0,242.0
2024-05-09,Los Angeles,119,0,267.0,119.0,264.0,173.0,139.0,127.0,231.0,122.0,132.0,273.0,129.0,299.0
2024-05-10,Los Angeles,295,0,119.0,267.0,119.0,264.0,173.0,139.0,127.0,231.0,122.0,132.0,273.0,129.0
2024-05-11,Los Angeles,193,0,295.0,119.0,267.0,119.0,264.0,173.0,139.0,127.0,231.0,122.0,132.0,273.0
2024-05-12,Los Angeles,295,0,193.0,295.0,119.0,267.0,119.0,264.0,173.0,139.0,127.0,231.0,122.0,132.0
2024-05-13,Los Angeles,220,0,295.0,193.0,295.0,119.0,267.0,119.0,264.0,173.0,139.0,127.0,231.0,122.0
2024-05-14,Los Angeles,247,0,220.0,295.0,193.0,295.0,119.0,267.0,119.0,264.0,173.0,139.0,127.0,231.0
2024-05-15,Los Angeles,107,0,247.0,220.0,295.0,193.0,295.0,119.0,267.0,119.0,264.0,173.0,139.0,127.0
2024-05-16,Los Angeles,156,0,107.0,247.0,220.0,295.0,193.0,295.0,119.0,267.0,119.0,264.0,173.0,139.0
2024-05-17,Los Angeles,124,0,156.0,107.0,247.0,220.0,295.0,193.0,295.0,119.0,267.0,119.0,264.0,173.0
2024-05-18,Los Angeles,159,0,124.0,156.0,107.0,247.0,220.0,295.0,193.0,295.0,119.0,267.0,119.0,264.0
2024-05-19,Los Angeles,123,0,159.0,124.0,156.0,107.0,247.0,220.0,295.0,193.0,295.0,119.0,267.0,119.0
2024-05-20,Los Angeles,163,0,123.0,159.0,124.0,156.0,107.0,247.0,220.0,295.0,193.0,295.0,119.0,267.0
2024-05-21,Los Angeles,182,0,163.0,123.0,159.0,124.0,156.0,107.0,247.0,220.0,295.0,193.0,295.0,119.0
2024-05-22,Los Angeles,112,0,182.0,163.0,123.0,159.0,124.0,156.0,107.0,247.0,220.0,295.0,193.0,295.0
2024-05-23,Los Angeles,238,0,112.0,182.0,163.0,123.0,159.0,124.0,156.0,107.0,247.0,220.0,295.0,193.0
2024-05-24,Los Angeles,213,0,238.0,112.0,182.0,163.0,123.0,159.0,124.0,156.0,107.0,247.0,220.0,295.0
2024-05-25,Los Angeles,153,0,213.0,238.0,112.0,182.0,163.0,123.0,159.0,124.0,156.0,107.0,247.0,220.0
2024-05-26,Los Angeles,204,0,153.0,213.0,238.0,112.0,182.0,163.0,123.0,159.0,124.0,156.0,107.0,247.0
2024-05-27,Los Angeles,118,0,204.0,153.0,213.0,238.0,112.0,182.0,163.0,123.0,159.0,124.0,156.0,107.0
2024-05-28,Los Angeles,215,0,118.0,204.0,153.0,213.0,238.0,112.0,182.0,163.0,123.0,159.0,124.0,156.0
2024-05-29,Los Angeles,285,0,215.0,118.0,204.0,153.0,213.0,238.0,112.0,182.0,163.0,123.0,159.0,124.0
2024-05-30,Los Angeles,163,0,285.0,215.0,118.0,204.0,153.0,213.0,238.0,112.0,182.0,163.0,123.0,159.0
2024-05-31,Los Angeles,233,0,163.0,285.0,215.0,118.0,204.0,153.0,213.0,238.0,112.0,182.0,163.0,123.0
2024-05-01,San Francisco,223,1,233.0,163.0,285.0,215.0,118.0,204.0,153.0,213.0,238.0,112.0,182.0,163.0
2024-05-02,San Francisco,124,1,223.0,233.0,163.0,285.0,215.0,118.0,204.0,153.0,213.0,238.0,112.0,182.0
2024-05-03,San Francisco,269,1,124.0,223.0,233.0,163.0,285.0,215.0,118.0,204.0,153.0,213.0,238.0,112.0
2024-05-04,San Francisco,261,1,269.0,124.0,223.0,233.0,163.0,285.0,215.0,118.0,204.0,153.0,213.0,238.0
2024-05-05,San Francisco,213,1,261.0,269.0,124.0,223.0,233.0,163.0,285.0,215.0,118.0,204.0,153.0,213.0
2024-05-06,San Francisco,181,1,213.0,261.0,269.0,124.0,223.0,233.0,163.0,285.0,215.0,118.0,204.0,153.0
2024-05-07,San Francisco,113,1,181.0,213.0,261.0,269.0,124.0,223.0,233.0,163.0,285.0,215.0,118.0,204.0
2024-05-08,San Francisco,239,1,113.0,181.0,213.0,261.0,269.0,124.0,223.0,233.0,163.0,285.0,215.0,118.0
2024-05-09,San Francisco,190,1,239.0,113.0,181.0,213.0,261.0,269.0,124.0,223.0,233.0,163.0,285.0,215.0
2024-05-10,San Francisco,244,1,190.0,239.0,113.0,181.0,213.0,261.0,269.0,124.0,223.0,233.0,163.0,285.0
2024-05-11,San Francisco,273,1,244.0,190.0,239.0,113.0,181.0,213.0,261.0,269.0,124.0,223.0,233.0,163.0
2024-05-12,San Francisco,295,1,273.0,244.0,190.0,239.0,113.0,181.0,213.0,261.0,269.0,124.0,223.0,233.0
2024-05-13,San Francisco,271,1,295.0,273.0,244.0,190.0,239.0,113.0,181.0,213.0,261.0,269.0,124.0,223.0
2024-05-14,San Francisco,102,1,271.0,295.0,273.0,244.0,190.0,239.0,113.0,181.0,213.0,261.0,269.0,124.0
2024-05-15,San Francisco,171,1,102.0,271.0,295.0,273.0,244.0,190.0,239.0,113.0,181.0,213.0,261.0,269.0
2024-05-16,San Francisco,245,1,171.0,102.0,271.0,295.0,273.0,244.0,190.0,239.0,113.0,181.0,213.0,261.0
2024-05-17,San Francisco,134,1,245.0,171.0,102.0,271.0,295.0,273.0,244.0,190.0,239.0,113.0,181.0,213.0
2024-05-18,San Francisco,204,1,134.0,245.0,171.0,102.0,271.0,295.0,273.0,244.0,190.0,239.0,113.0,181.0
2024-05-19,San Francisco,110,1,204.0,134.0,245.0,171.0,102.0,271.0,295.0,273.0,244.0,190.0,239.0,113.0
2024-05-20,San Francisco,139,1,110.0,204.0,134.0,245.0,171.0,102.0,271.0,295.0,273.0,244.0,190.0,239.0
2024-05-21,San Francisco,103,1,139.0,110.0,204.0,134.0,245.0,171.0,102.0,271.0,295.0,273.0,244.0,190.0
2024-05-22,San Francisco,258,1,103.0,139.0,110.0,204.0,134.0,245.0,171.0,102.0,271.0,295.0,273.0,244.0
2024-05-23,San Francisco,144,1,258.0,103.0,139.0,110.0,204.0,134.0,245.0,171.0,102.0,271.0,295.0,273.0
2024-05-24,San Francisco,169,1,144.0,258.0,103.0,139.0,110.0,204.0,134.0,245.0,171.0,102.0,271.0,295.0
2024-05-25,San Francisco,285,1,169.0,144.0,258.0,103.0,139.0,110.0,204.0,134.0,245.0,171.0,102.0,271.0
2024-05-26,San Francisco,240,1,285.0,169.0,144.0,258.0,103.0,139.0,110.0,204.0,134.0,245.0,171.0,102.0
2024-05-27,San Francisco,106,1,240.0,285.0,169.0,144.0,258.0,103.0,139.0,110.0,204.0,134.0,245.0,171.0
2024-05-28,San Francisco,132,1,106.0,240.0,285.0,169.0,144.0,258.0,103.0,139.0,110.0,204.0,134.0,245.0
2024-05-29,San Francisco,224,1,132.0,106.0,240.0,285.0,169.0,144.0,258.0,103.0,139.0,110.0,204.0,134.0
2024-05-30,San Francisco,215,1,224.0,132.0,106.0,240.0,285.0,169.0,144.0,258.0,103.0,139.0,110.0,204.0
2024-05-31,San Francisco,147,1,215.0,224.0,132.0,106.0,240.0,285.0,169.0,144.0,258.0,103.0,139.0,110.0
